format,fy,date,txns
FLEET,2016,9/14/2016,10836
FLEET,2016,9/15/2016,10288
FLEET,2016,9/16/2016,8969
FLEET,2016,9/17/2016,4526
FLEET,2016,9/18/2016,3941
FLEET,2016,9/19/2016,9536
FLEET,2016,9/20/2016,8325
FLEET,2016,9/21/2016,8037
FLEET,2016,9/22/2016,9009
FLEET,2016,9/23/2016,8658
FLEET,2016,9/24/2016,4286
FLEET,2016,9/25/2016,3732
FLEET,2016,9/26/2016,9649
FLEET,2016,9/27/2016,9608
FLEET,2016,9/28/2016,8960
FLEET,2016,9/29/2016,10113
FLEET,2016,9/30/2016,8912
FLEET,2016,10/1/2016,4318
FLEET,2016,10/2/2016,3997
FLEET,2016,10/3/2016,10254
FLEET,2016,10/4/2016,9984
FLEET,2016,10/5/2016,9923
FLEET,2016,10/6/2016,8797
FLEET,2016,10/7/2016,7263
FLEET,2016,10/8/2016,3520
FLEET,2016,10/9/2016,2579
FLEET,2016,10/10/2016,3321
FLEET,2016,10/11/2016,9646
FLEET,2016,10/12/2016,9677
FLEET,2016,10/13/2016,11148
FLEET,2016,10/14/2016,8847
FLEET,2016,10/15/2016,4624
FLEET,2016,10/16/2016,4156
FLEET,2016,10/17/2016,10045
FLEET,2016,10/18/2016,10068
FLEET,2016,10/19/2016,9641
FLEET,2016,10/20/2016,9503
FLEET,2016,10/21/2016,8509
FLEET,2016,10/22/2016,3978
FLEET,2016,10/23/2016,3585
FLEET,2016,10/24/2016,9545
FLEET,2016,10/25/2016,9581
FLEET,2016,10/26/2016,9432
FLEET,2016,10/27/2016,9422
FLEET,2016,10/28/2016,8175
FLEET,2016,10/29/2016,4240
FLEET,2016,10/30/2016,3823
FLEET,2016,10/31/2016,9743
FLEET,2016,11/1/2016,9467
FLEET,2016,11/2/2016,9780
FLEET,2016,11/3/2016,10055
FLEET,2016,11/4/2016,9050
FLEET,2016,11/5/2016,4383
FLEET,2016,11/6/2016,4214
FLEET,2016,11/7/2016,9840
FLEET,2016,11/8/2016,9022
FLEET,2016,11/9/2016,9005
FLEET,2016,11/10/2016,8543
FLEET,2016,11/11/2016,3031
FLEET,2016,11/12/2016,3865
FLEET,2016,11/13/2016,3575
FLEET,2016,11/14/2016,9381
FLEET,2016,11/15/2016,9675
FLEET,2016,11/16/2016,9866
FLEET,2016,11/17/2016,9647
FLEET,2016,11/18/2016,8548
FLEET,2016,11/19/2016,4112
FLEET,2016,11/20/2016,3660
FLEET,2016,11/21/2016,9640
FLEET,2016,11/22/2016,10648
FLEET,2016,11/23/2016,9065
FLEET,2016,11/24/2016,487
FLEET,2016,11/25/2016,5321
FLEET,2016,11/26/2016,4544
FLEET,2016,11/27/2016,4725
FLEET,2016,11/28/2016,10504
FLEET,2016,11/29/2016,9556
FLEET,2016,11/30/2016,10842
FLEET,2016,12/1/2016,10568
FLEET,2016,12/2/2016,8896
FLEET,2016,12/3/2016,4743
FLEET,2016,12/4/2016,4599
FLEET,2016,12/5/2016,9886
FLEET,2016,12/6/2016,9591
FLEET,2016,12/7/2016,9492
FLEET,2016,12/8/2016,9054
FLEET,2016,12/9/2016,7586
FLEET,2016,12/10/2016,4041
FLEET,2016,12/11/2016,3914
FLEET,2016,12/12/2016,9237
FLEET,2016,12/13/2016,8774
FLEET,2016,12/14/2016,9546
FLEET,2016,12/15/2016,9034
FLEET,2016,12/16/2016,7417
FLEET,2016,12/17/2016,3758
FLEET,2016,12/18/2016,3331
FLEET,2016,12/19/2016,7665
FLEET,2016,12/20/2016,7343
FLEET,2016,12/21/2016,7109
FLEET,2016,12/22/2016,6423
FLEET,2016,12/23/2016,4722
FLEET,2016,12/24/2016,2326
FLEET,2016,12/25/2016,349
FLEET,2016,12/26/2016,2913
FLEET,2016,12/27/2016,6836
FLEET,2016,12/28/2016,7359
FLEET,2016,12/29/2016,7084
FLEET,2016,12/30/2016,5300
FLEET,2016,12/31/2016,3006
FLEET,2016,1/1/2017,1780
FLEET,2016,1/2/2017,3909
FLEET,2016,1/3/2017,8866
FLEET,2016,1/4/2017,9079
FLEET,2016,1/5/2017,9003
FLEET,2016,1/6/2017,8351
FLEET,2016,1/7/2017,2963
FLEET,2016,1/8/2017,2883
FLEET,2016,1/9/2017,7830
FLEET,2016,1/10/2017,8415
FLEET,2016,1/11/2017,9282
FLEET,2016,1/12/2017,10603
FLEET,2016,1/13/2017,9083
FLEET,2016,1/14/2017,4429
FLEET,2016,1/15/2017,3752
FLEET,2016,1/16/2017,4196
FLEET,2016,1/17/2017,10607
FLEET,2016,1/18/2017,9994
FLEET,2016,1/19/2017,10184
FLEET,2016,1/20/2017,8590
FLEET,2016,1/21/2017,4288
FLEET,2016,1/22/2017,3800
FLEET,2016,1/23/2017,9458
FLEET,2016,1/24/2017,9131
FLEET,2016,1/25/2017,9278
FLEET,2016,1/26/2017,9064
FLEET,2016,1/27/2017,8104
FLEET,2016,1/28/2017,3897
FLEET,2017,1/29/2017,3545
FLEET,2017,1/30/2017,9399
FLEET,2017,1/31/2017,10344
FLEET,2017,2/1/2017,10129
FLEET,2017,2/2/2017,9814
FLEET,2017,2/3/2017,8298
FLEET,2017,2/4/2017,4183
FLEET,2017,2/5/2017,3738
FLEET,2017,2/6/2017,8604
FLEET,2017,2/7/2017,9814
FLEET,2017,2/8/2017,9257
FLEET,2017,2/9/2017,9268
FLEET,2017,2/10/2017,8268
FLEET,2017,2/11/2017,4275
FLEET,2017,2/12/2017,4098
FLEET,2017,2/13/2017,9506
FLEET,2017,2/14/2017,10068
FLEET,2017,2/15/2017,9349
FLEET,2017,2/16/2017,9330
FLEET,2017,2/17/2017,8166
FLEET,2017,2/18/2017,4124
FLEET,2017,2/19/2017,3568
FLEET,2017,2/20/2017,4102
FLEET,2017,2/21/2017,9996
FLEET,2017,2/22/2017,9902
FLEET,2017,2/23/2017,10464
FLEET,2017,2/24/2017,9064
FLEET,2017,2/25/2017,4642
FLEET,2017,2/26/2017,4139
FLEET,2017,2/27/2017,9621
FLEET,2017,2/28/2017,10984
FLEET,2017,3/1/2017,10435
FLEET,2017,3/2/2017,10193
FLEET,2017,3/3/2017,9009
FLEET,2017,3/4/2017,4449
FLEET,2017,3/5/2017,4180
FLEET,2017,3/6/2017,10098
FLEET,2017,3/7/2017,9711
FLEET,2017,3/8/2017,9541
FLEET,2017,3/9/2017,9883
FLEET,2017,3/10/2017,8469
FLEET,2017,3/11/2017,4145
FLEET,2017,3/12/2017,3854
FLEET,2017,3/13/2017,9479
FLEET,2017,3/14/2017,9967
FLEET,2017,3/15/2017,9538
FLEET,2017,3/16/2017,10186
FLEET,2017,3/17/2017,8474
FLEET,2017,3/18/2017,4329
FLEET,2017,3/19/2017,3935
FLEET,2017,3/20/2017,9823
FLEET,2017,3/21/2017,9698
FLEET,2017,3/22/2017,9725
FLEET,2017,3/23/2017,9995
FLEET,2017,3/24/2017,9122
FLEET,2017,3/25/2017,4559
FLEET,2017,3/26/2017,4267
FLEET,2017,3/27/2017,10964
FLEET,2017,3/28/2017,11094
FLEET,2017,3/29/2017,10358
FLEET,2017,3/30/2017,10710
FLEET,2017,3/31/2017,8961
FLEET,2017,4/1/2017,5055
FLEET,2017,4/2/2017,5204
FLEET,2017,4/3/2017,10230
FLEET,2017,4/4/2017,9669
FLEET,2017,4/5/2017,9528
FLEET,2017,4/6/2017,8386
FLEET,2017,4/7/2017,8064
FLEET,2017,4/8/2017,3915
FLEET,2017,4/9/2017,3613
FLEET,2017,4/10/2017,9347
FLEET,2017,4/11/2017,9579
FLEET,2017,4/12/2017,10154
FLEET,2017,4/13/2017,10448
FLEET,2017,4/14/2017,8946
FLEET,2017,4/15/2017,4579
FLEET,2017,4/16/2017,3914
FLEET,2017,4/17/2017,10733
FLEET,2017,4/18/2017,11099
FLEET,2017,4/19/2017,10736
FLEET,2017,4/20/2017,10575
FLEET,2017,4/21/2017,9771
FLEET,2017,4/22/2017,4572
FLEET,2017,4/23/2017,4381
FLEET,2017,4/24/2017,10749
FLEET,2017,4/25/2017,10647
FLEET,2017,4/26/2017,10571
FLEET,2017,4/27/2017,10829
FLEET,2017,4/28/2017,10534
FLEET,2017,4/29/2017,5174
FLEET,2017,4/30/2017,5742
FLEET,2017,5/1/2017,12022
FLEET,2017,5/2/2017,11786
FLEET,2017,5/3/2017,10584
FLEET,2017,5/4/2017,10273
FLEET,2017,5/5/2017,8533
FLEET,2017,5/6/2017,5173
FLEET,2017,5/7/2017,4301
FLEET,2017,5/8/2017,10098
FLEET,2017,5/9/2017,10004
FLEET,2017,5/10/2017,10254
FLEET,2017,5/11/2017,9904
FLEET,2017,5/12/2017,9761
FLEET,2017,5/13/2017,5228
FLEET,2017,5/14/2017,5271
FLEET,2017,5/15/2017,11335
FLEET,2017,5/16/2017,10938
FLEET,2017,5/17/2017,11337
FLEET,2017,5/18/2017,10734
FLEET,2017,5/19/2017,9789
FLEET,2017,5/20/2017,4672
FLEET,2017,5/21/2017,4744
FLEET,2017,5/22/2017,10514
FLEET,2017,5/23/2017,11243
FLEET,2017,5/24/2017,11237
FLEET,2017,5/25/2017,10912
FLEET,2017,5/26/2017,7734
FLEET,2017,5/27/2017,4361
FLEET,2017,5/28/2017,3672
FLEET,2017,5/29/2017,3401
FLEET,2017,5/30/2017,11818
FLEET,2017,5/31/2017,12548
FLEET,2017,6/1/2017,11813
FLEET,2017,6/2/2017,10082
FLEET,2017,6/3/2017,4892
FLEET,2017,6/4/2017,4486
FLEET,2017,6/5/2017,10748
FLEET,2017,6/6/2017,10485
FLEET,2017,6/7/2017,10071
FLEET,2017,6/8/2017,10028
FLEET,2017,6/9/2017,9191
FLEET,2017,6/10/2017,4636
FLEET,2017,6/11/2017,4407
FLEET,2017,6/12/2017,10603
FLEET,2017,6/13/2017,10493
FLEET,2017,6/14/2017,11235
FLEET,2017,6/15/2017,11092
FLEET,2017,6/16/2017,10303
FLEET,2017,6/17/2017,4389
FLEET,2017,6/18/2017,4469
FLEET,2017,6/19/2017,10922
FLEET,2017,6/20/2017,10362
FLEET,2017,6/21/2017,10119
FLEET,2017,6/22/2017,10328
FLEET,2017,6/23/2017,9485
FLEET,2017,6/24/2017,5012
FLEET,2017,6/25/2017,4409
FLEET,2017,6/26/2017,11060
FLEET,2017,6/27/2017,10348
FLEET,2017,6/28/2017,10317
FLEET,2017,6/29/2017,10786
FLEET,2017,6/30/2017,10093
FLEET,2017,7/1/2017,4507
FLEET,2017,7/2/2017,3580
FLEET,2017,7/3/2017,6093
FLEET,2017,7/4/2017,3484
FLEET,2017,7/5/2017,10690
FLEET,2017,7/6/2017,10813
FLEET,2017,7/7/2017,8961
FLEET,2017,7/8/2017,5024
FLEET,2017,7/9/2017,4186
FLEET,2017,7/10/2017,10582
FLEET,2017,7/11/2017,10194
FLEET,2017,7/12/2017,10518
FLEET,2017,7/13/2017,11102
FLEET,2017,7/14/2017,10238
FLEET,2017,7/15/2017,5052
FLEET,2017,7/16/2017,4873
FLEET,2017,7/17/2017,10945
FLEET,2017,7/18/2017,10419
FLEET,2017,7/19/2017,10715
FLEET,2017,7/20/2017,10098
FLEET,2017,7/21/2017,9545
FLEET,2017,7/22/2017,4597
FLEET,2017,7/23/2017,4357
FLEET,2017,7/24/2017,9983
FLEET,2017,7/25/2017,9963
FLEET,2017,7/26/2017,9983
FLEET,2017,7/27/2017,9844
FLEET,2017,7/28/2017,8096
FLEET,2017,7/29/2017,4468
FLEET,2017,7/30/2017,4450
FLEET,2017,7/31/2017,10844
FLEET,2017,8/1/2017,10449
FLEET,2017,8/2/2017,10032
FLEET,2017,8/3/2017,10596
FLEET,2017,8/4/2017,9621
FLEET,2017,8/5/2017,4717
FURNITURE/OUTDOOR,2016,1/31/2016,1091
FURNITURE/OUTDOOR,2016,2/1/2016,1278
FURNITURE/OUTDOOR,2016,2/2/2016,1283
FURNITURE/OUTDOOR,2016,2/3/2016,990
FURNITURE/OUTDOOR,2016,2/4/2016,1043
FURNITURE/OUTDOOR,2016,2/5/2016,1127
FURNITURE/OUTDOOR,2016,2/6/2016,1298
FURNITURE/OUTDOOR,2016,2/7/2016,800
FURNITURE/OUTDOOR,2016,2/8/2016,961
FURNITURE/OUTDOOR,2016,2/9/2016,888
FURNITURE/OUTDOOR,2016,2/10/2016,1047
FURNITURE/OUTDOOR,2016,2/11/2016,1121
FURNITURE/OUTDOOR,2016,2/12/2016,1255
FURNITURE/OUTDOOR,2016,2/13/2016,1397
FURNITURE/OUTDOOR,2016,2/14/2016,1086
FURNITURE/OUTDOOR,2016,2/15/2016,1081
FURNITURE/OUTDOOR,2016,2/16/2016,1153
FURNITURE/OUTDOOR,2016,2/17/2016,1088
FURNITURE/OUTDOOR,2016,2/18/2016,1077
FURNITURE/OUTDOOR,2016,2/19/2016,1208
FURNITURE/OUTDOOR,2016,2/20/2016,1307
FURNITURE/OUTDOOR,2016,2/21/2016,1155
FURNITURE/OUTDOOR,2016,2/22/2016,1072
FURNITURE/OUTDOOR,2016,2/23/2016,1048
FURNITURE/OUTDOOR,2016,2/24/2016,1092
FURNITURE/OUTDOOR,2016,2/25/2016,1081
FURNITURE/OUTDOOR,2016,2/26/2016,1134
FURNITURE/OUTDOOR,2016,2/27/2016,1366
FURNITURE/OUTDOOR,2016,2/28/2016,1091
FURNITURE/OUTDOOR,2016,2/29/2016,1088
FURNITURE/OUTDOOR,2016,3/1/2016,1063
FURNITURE/OUTDOOR,2016,3/2/2016,1122
FURNITURE/OUTDOOR,2016,3/3/2016,1077
FURNITURE/OUTDOOR,2016,3/4/2016,1136
FURNITURE/OUTDOOR,2016,3/5/2016,1366
FURNITURE/OUTDOOR,2016,3/6/2016,1143
FURNITURE/OUTDOOR,2016,3/7/2016,1161
FURNITURE/OUTDOOR,2016,3/8/2016,1014
FURNITURE/OUTDOOR,2016,3/9/2016,1073
FURNITURE/OUTDOOR,2016,3/10/2016,1065
FURNITURE/OUTDOOR,2016,3/11/2016,1207
FURNITURE/OUTDOOR,2016,3/12/2016,1246
FURNITURE/OUTDOOR,2016,3/13/2016,1100
FURNITURE/OUTDOOR,2016,3/14/2016,1059
FURNITURE/OUTDOOR,2016,3/15/2016,956
FURNITURE/OUTDOOR,2016,3/16/2016,1307
FURNITURE/OUTDOOR,2016,3/17/2016,1138
FURNITURE/OUTDOOR,2016,3/18/2016,1248
FURNITURE/OUTDOOR,2016,3/19/2016,1324
FURNITURE/OUTDOOR,2016,3/20/2016,1278
FURNITURE/OUTDOOR,2016,3/21/2016,1112
FURNITURE/OUTDOOR,2016,3/22/2016,1226
FURNITURE/OUTDOOR,2016,3/23/2016,1136
FURNITURE/OUTDOOR,2016,3/24/2016,1078
FURNITURE/OUTDOOR,2016,3/25/2016,1109
FURNITURE/OUTDOOR,2016,3/26/2016,1210
FURNITURE/OUTDOOR,2016,3/27/2016,756
FURNITURE/OUTDOOR,2016,3/28/2016,1044
FURNITURE/OUTDOOR,2016,3/29/2016,1025
FURNITURE/OUTDOOR,2016,3/30/2016,1182
FURNITURE/OUTDOOR,2016,3/31/2016,1084
FURNITURE/OUTDOOR,2016,4/1/2016,1758
FURNITURE/OUTDOOR,2016,4/2/2016,1742
FURNITURE/OUTDOOR,2016,4/3/2016,1758
FURNITURE/OUTDOOR,2016,4/4/2016,1031
FURNITURE/OUTDOOR,2016,4/5/2016,1038
FURNITURE/OUTDOOR,2016,4/6/2016,1108
FURNITURE/OUTDOOR,2016,4/7/2016,1080
FURNITURE/OUTDOOR,2016,4/8/2016,1148
FURNITURE/OUTDOOR,2016,4/9/2016,1349
FURNITURE/OUTDOOR,2016,4/10/2016,1067
FURNITURE/OUTDOOR,2016,4/11/2016,1077
FURNITURE/OUTDOOR,2016,4/12/2016,1057
FURNITURE/OUTDOOR,2016,4/13/2016,1147
FURNITURE/OUTDOOR,2016,4/14/2016,1154
FURNITURE/OUTDOOR,2016,4/15/2016,1326
FURNITURE/OUTDOOR,2016,4/16/2016,1334
FURNITURE/OUTDOOR,2016,4/17/2016,1047
FURNITURE/OUTDOOR,2016,4/18/2016,1050
FURNITURE/OUTDOOR,2016,4/19/2016,1066
FURNITURE/OUTDOOR,2016,4/20/2016,1149
FURNITURE/OUTDOOR,2016,4/21/2016,1105
FURNITURE/OUTDOOR,2016,4/22/2016,1227
FURNITURE/OUTDOOR,2016,4/23/2016,1272
FURNITURE/OUTDOOR,2016,4/24/2016,1073
FURNITURE/OUTDOOR,2016,4/25/2016,1118
FURNITURE/OUTDOOR,2016,4/26/2016,1124
FURNITURE/OUTDOOR,2016,4/27/2016,1119
FURNITURE/OUTDOOR,2016,4/28/2016,1195
FURNITURE/OUTDOOR,2016,4/29/2016,1412
FURNITURE/OUTDOOR,2016,4/30/2016,1389
FURNITURE/OUTDOOR,2016,5/1/2016,1295
FURNITURE/OUTDOOR,2016,5/2/2016,1164
FURNITURE/OUTDOOR,2016,5/3/2016,1100
FURNITURE/OUTDOOR,2016,5/4/2016,1144
FURNITURE/OUTDOOR,2016,5/5/2016,1134
FURNITURE/OUTDOOR,2016,5/6/2016,1211
FURNITURE/OUTDOOR,2016,5/7/2016,1448
FURNITURE/OUTDOOR,2016,5/8/2016,1020
FURNITURE/OUTDOOR,2016,5/9/2016,1081
FURNITURE/OUTDOOR,2016,5/10/2016,1096
FURNITURE/OUTDOOR,2016,5/11/2016,1223
FURNITURE/OUTDOOR,2016,5/12/2016,1253
FURNITURE/OUTDOOR,2016,5/13/2016,1366
FURNITURE/OUTDOOR,2016,5/14/2016,1416
FURNITURE/OUTDOOR,2016,5/15/2016,1112
FURNITURE/OUTDOOR,2016,5/16/2016,1148
FURNITURE/OUTDOOR,2016,5/17/2016,1117
FURNITURE/OUTDOOR,2016,5/18/2016,1159
FURNITURE/OUTDOOR,2016,5/19/2016,1152
FURNITURE/OUTDOOR,2016,5/20/2016,1189
FURNITURE/OUTDOOR,2016,5/21/2016,1350
FURNITURE/OUTDOOR,2016,5/22/2016,1108
FURNITURE/OUTDOOR,2016,5/23/2016,1172
FURNITURE/OUTDOOR,2016,5/24/2016,1148
FURNITURE/OUTDOOR,2016,5/25/2016,1332
FURNITURE/OUTDOOR,2016,5/26/2016,1259
FURNITURE/OUTDOOR,2016,5/27/2016,1414
FURNITURE/OUTDOOR,2016,5/28/2016,1406
FURNITURE/OUTDOOR,2016,5/29/2016,1158
FURNITURE/OUTDOOR,2016,5/30/2016,1091
FURNITURE/OUTDOOR,2016,5/31/2016,1086
FURNITURE/OUTDOOR,2016,6/1/2016,1249
FURNITURE/OUTDOOR,2016,6/2/2016,1227
FURNITURE/OUTDOOR,2016,6/3/2016,1250
FURNITURE/OUTDOOR,2016,6/4/2016,1205
FURNITURE/OUTDOOR,2016,6/5/2016,1124
FURNITURE/OUTDOOR,2016,6/6/2016,1111
FURNITURE/OUTDOOR,2016,6/7/2016,1091
FURNITURE/OUTDOOR,2016,6/8/2016,1194
FURNITURE/OUTDOOR,2016,6/9/2016,1223
FURNITURE/OUTDOOR,2016,6/10/2016,1339
FURNITURE/OUTDOOR,2016,6/11/2016,1252
FURNITURE/OUTDOOR,2016,6/12/2016,1130
FURNITURE/OUTDOOR,2016,6/13/2016,1062
FURNITURE/OUTDOOR,2016,6/14/2016,1104
FURNITURE/OUTDOOR,2016,6/15/2016,1410
FURNITURE/OUTDOOR,2016,6/16/2016,1292
FURNITURE/OUTDOOR,2016,6/17/2016,1413
FURNITURE/OUTDOOR,2016,6/18/2016,1471
FURNITURE/OUTDOOR,2016,6/19/2016,1132
FURNITURE/OUTDOOR,2016,6/20/2016,1237
FURNITURE/OUTDOOR,2016,6/21/2016,1410
FURNITURE/OUTDOOR,2016,6/22/2016,1077
FURNITURE/OUTDOOR,2016,6/23/2016,1029
FURNITURE/OUTDOOR,2016,6/24/2016,1167
FURNITURE/OUTDOOR,2016,6/25/2016,1200
FURNITURE/OUTDOOR,2016,6/26/2016,1002
FURNITURE/OUTDOOR,2016,6/27/2016,1065
FURNITURE/OUTDOOR,2016,6/28/2016,1131
FURNITURE/OUTDOOR,2016,6/29/2016,1164
FURNITURE/OUTDOOR,2016,6/30/2016,1274
FURNITURE/OUTDOOR,2016,7/1/2016,1488
FURNITURE/OUTDOOR,2016,7/2/2016,1435
FURNITURE/OUTDOOR,2016,7/3/2016,1214
FURNITURE/OUTDOOR,2016,7/4/2016,859
FURNITURE/OUTDOOR,2016,7/5/2016,1047
FURNITURE/OUTDOOR,2016,7/6/2016,1103
FURNITURE/OUTDOOR,2016,7/7/2016,1113
FURNITURE/OUTDOOR,2016,7/8/2016,1138
FURNITURE/OUTDOOR,2016,7/9/2016,1232
FURNITURE/OUTDOOR,2016,7/10/2016,978
FURNITURE/OUTDOOR,2016,7/11/2016,1076
FURNITURE/OUTDOOR,2016,7/12/2016,1031
FURNITURE/OUTDOOR,2016,7/13/2016,1252
FURNITURE/OUTDOOR,2016,7/14/2016,1285
FURNITURE/OUTDOOR,2016,7/15/2016,1380
FURNITURE/OUTDOOR,2016,7/16/2016,1565
FURNITURE/OUTDOOR,2016,7/17/2016,1402
FURNITURE/OUTDOOR,2016,7/18/2016,1110
FURNITURE/OUTDOOR,2016,7/19/2016,1246
FURNITURE/OUTDOOR,2016,7/20/2016,1141
FURNITURE/OUTDOOR,2016,7/21/2016,1131
FURNITURE/OUTDOOR,2016,7/22/2016,1231
FURNITURE/OUTDOOR,2016,7/23/2016,1237
FURNITURE/OUTDOOR,2016,7/24/2016,841
FURNITURE/OUTDOOR,2016,7/25/2016,1034
FURNITURE/OUTDOOR,2016,7/26/2016,941
FURNITURE/OUTDOOR,2016,7/27/2016,1040
FURNITURE/OUTDOOR,2016,7/28/2016,1134
FURNITURE/OUTDOOR,2016,7/29/2016,1216
FURNITURE/OUTDOOR,2016,7/30/2016,1416
FURNITURE/OUTDOOR,2016,7/31/2016,1160
FURNITURE/OUTDOOR,2016,8/1/2016,1118
FURNITURE/OUTDOOR,2016,8/2/2016,1091
FURNITURE/OUTDOOR,2016,8/3/2016,1037
FURNITURE/OUTDOOR,2016,8/4/2016,1102
FURNITURE/OUTDOOR,2016,8/5/2016,1134
FURNITURE/OUTDOOR,2016,8/6/2016,1228
FURNITURE/OUTDOOR,2016,8/7/2016,864
FURNITURE/OUTDOOR,2016,8/8/2016,1065
FURNITURE/OUTDOOR,2016,8/9/2016,1027
FURNITURE/OUTDOOR,2016,8/10/2016,1286
FURNITURE/OUTDOOR,2016,8/11/2016,1196
FURNITURE/OUTDOOR,2016,8/12/2016,1327
FURNITURE/OUTDOOR,2016,8/13/2016,1559
FURNITURE/OUTDOOR,2016,8/14/2016,1286
FURNITURE/OUTDOOR,2016,8/15/2016,1259
FURNITURE/OUTDOOR,2016,8/16/2016,1302
FURNITURE/OUTDOOR,2016,8/17/2016,1069
FURNITURE/OUTDOOR,2016,8/18/2016,1016
FURNITURE/OUTDOOR,2016,8/19/2016,1226
FURNITURE/OUTDOOR,2016,8/20/2016,1245
FURNITURE/OUTDOOR,2016,8/21/2016,1058
FURNITURE/OUTDOOR,2016,8/22/2016,984
FURNITURE/OUTDOOR,2016,8/23/2016,938
FURNITURE/OUTDOOR,2016,8/24/2016,981
FURNITURE/OUTDOOR,2016,8/25/2016,1036
FURNITURE/OUTDOOR,2016,8/26/2016,1084
FURNITURE/OUTDOOR,2016,8/27/2016,1265
FURNITURE/OUTDOOR,2016,8/28/2016,998
FURNITURE/OUTDOOR,2016,8/29/2016,999
FURNITURE/OUTDOOR,2016,8/30/2016,1011
FURNITURE/OUTDOOR,2016,8/31/2016,1125
FURNITURE/OUTDOOR,2016,9/1/2016,1196
FURNITURE/OUTDOOR,2016,9/2/2016,1036
FURNITURE/OUTDOOR,2016,9/3/2016,1292
FURNITURE/OUTDOOR,2016,9/4/2016,1130
FURNITURE/OUTDOOR,2016,9/5/2016,1074
FURNITURE/OUTDOOR,2016,9/6/2016,1092
FURNITURE/OUTDOOR,2016,9/7/2016,1089
FURNITURE/OUTDOOR,2016,9/8/2016,1107
FURNITURE/OUTDOOR,2016,9/9/2016,1054
FURNITURE/OUTDOOR,2016,9/10/2016,1207
FURNITURE/OUTDOOR,2016,9/11/2016,951
FURNITURE/OUTDOOR,2016,9/12/2016,917
FURNITURE/OUTDOOR,2016,9/13/2016,951
FURNITURE/OUTDOOR,2016,9/14/2016,1027
FURNITURE/OUTDOOR,2016,9/15/2016,1062
FURNITURE/OUTDOOR,2016,9/16/2016,1226
FURNITURE/OUTDOOR,2016,9/17/2016,1277
FURNITURE/OUTDOOR,2016,9/18/2016,1012
FURNITURE/OUTDOOR,2016,9/19/2016,1043
FURNITURE/OUTDOOR,2016,9/20/2016,1007
FURNITURE/OUTDOOR,2016,9/21/2016,1149
FURNITURE/OUTDOOR,2016,9/22/2016,1112
FURNITURE/OUTDOOR,2016,9/23/2016,1200
FURNITURE/OUTDOOR,2016,9/24/2016,1311
FURNITURE/OUTDOOR,2016,9/25/2016,1171
FURNITURE/OUTDOOR,2016,9/26/2016,1094
FURNITURE/OUTDOOR,2016,9/27/2016,1091
FURNITURE/OUTDOOR,2016,9/28/2016,966
FURNITURE/OUTDOOR,2016,9/29/2016,1050
FURNITURE/OUTDOOR,2016,9/30/2016,1165
FURNITURE/OUTDOOR,2016,10/1/2016,1270
FURNITURE/OUTDOOR,2016,10/2/2016,1004
FURNITURE/OUTDOOR,2016,10/3/2016,1142
FURNITURE/OUTDOOR,2016,10/4/2016,1090
FURNITURE/OUTDOOR,2016,10/5/2016,1233
FURNITURE/OUTDOOR,2016,10/6/2016,1001
FURNITURE/OUTDOOR,2016,10/7/2016,790
FURNITURE/OUTDOOR,2016,10/8/2016,1021
FURNITURE/OUTDOOR,2016,10/9/2016,988
FURNITURE/OUTDOOR,2016,10/10/2016,910
FURNITURE/OUTDOOR,2016,10/11/2016,962
FURNITURE/OUTDOOR,2016,10/12/2016,1194
FURNITURE/OUTDOOR,2016,10/13/2016,1218
FURNITURE/OUTDOOR,2016,10/14/2016,1261
FURNITURE/OUTDOOR,2016,10/15/2016,1374
FURNITURE/OUTDOOR,2016,10/16/2016,1180
FURNITURE/OUTDOOR,2016,10/17/2016,1173
FURNITURE/OUTDOOR,2016,10/18/2016,1316
FURNITURE/OUTDOOR,2016,10/19/2016,970
FURNITURE/OUTDOOR,2016,10/20/2016,944
FURNITURE/OUTDOOR,2016,10/21/2016,1014
FURNITURE/OUTDOOR,2016,10/22/2016,1149
FURNITURE/OUTDOOR,2016,10/23/2016,973
FURNITURE/OUTDOOR,2016,10/24/2016,992
FURNITURE/OUTDOOR,2016,10/25/2016,994
FURNITURE/OUTDOOR,2016,10/26/2016,976
FURNITURE/OUTDOOR,2016,10/27/2016,985
FURNITURE/OUTDOOR,2016,10/28/2016,1115
FURNITURE/OUTDOOR,2016,10/29/2016,1106
FURNITURE/OUTDOOR,2016,10/30/2016,975
FURNITURE/OUTDOOR,2016,10/31/2016,1015
FURNITURE/OUTDOOR,2016,11/1/2016,1072
FURNITURE/OUTDOOR,2016,11/2/2016,1084
FURNITURE/OUTDOOR,2016,11/3/2016,969
FURNITURE/OUTDOOR,2016,11/4/2016,1065
FURNITURE/OUTDOOR,2016,11/5/2016,1098
FURNITURE/OUTDOOR,2016,11/6/2016,919
FURNITURE/OUTDOOR,2016,11/7/2016,975
FURNITURE/OUTDOOR,2016,11/8/2016,998
FURNITURE/OUTDOOR,2016,11/9/2016,1110
FURNITURE/OUTDOOR,2016,11/10/2016,1254
FURNITURE/OUTDOOR,2016,11/11/2016,1224
FURNITURE/OUTDOOR,2016,11/12/2016,1310
FURNITURE/OUTDOOR,2016,11/13/2016,1265
FURNITURE/OUTDOOR,2016,11/14/2016,1325
FURNITURE/OUTDOOR,2016,11/15/2016,1271
FURNITURE/OUTDOOR,2016,11/16/2016,994
